first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age,age_class
Esme,Pilipets,Male,15,1967-05-06,Environmental Tech,Health,Mass Customer,False,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42,55,60.0
Beverly,Domnick,Female,56,1938-12-10,Structural Analysis Engineer,IT,Mass Customer,False,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42,84,80.0
Artemis,Swanson,Male,77,1977-02-12,Web Designer II,Argiculture,Mass Customer,False,Yes,13,5 Melvin Park,3810,VIC,Australia,5,979,0.42,46,50.0
Daryle,Marginson,Male,93,1986-06-27,Environmental Tech,Argiculture,Mass Customer,False,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.42,36,40.0
Tyne,Anshell,Female,71,1992-04-08,Mechanical Systems Engineer,Financial Services,Mass Customer,False,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,979,0.42,30,30.0
Leona,Shorrock,Female,83,1951-08-23,Senior Quality Engineer,Financial Services,Affluent Customer,False,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.42,71,70.0
Bertrando,Carass,Male,45,1956-06-25,Sales Associate,Property,Mass Customer,False,No,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41,66,70.0
Augusta,Munns,Female,5,1951-09-17,Quality Control Specialist,Financial Services,Mass Customer,False,No,21,607 Memorial Avenue,2074,NSW,Australia,11,983,0.41,71,70.0
Pauline,Dallosso,Unidentified,82,1941-07-21,Desktop Support Technician,IT,Affluent Customer,False,Yes,0,9594 Badeau Street,2050,NSW,Australia,10,985,0.41,81,80.0
Lauralee,Fudge,Female,83,1987-09-21,Research Nurse,Health,Mass Customer,False,No,15,9460 Monument Park,3277,VIC,Australia,4,985,0.41,35,40.0
Consalve,Ballay,Male,41,1959-09-18,Web Developer I,IT,Mass Customer,False,Yes,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4,63,60.0
Lolly,Prewer,Female,44,1997-10-23,Geologist I,Health,Mass Customer,False,No,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.4,25,20.0
Vyky,Pegg,Female,64,1943-03-15,Quality Control Specialist,Manufacturing,Mass Customer,False,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.4,80,80.0
Kellen,Pawelski,Female,83,1945-07-26,Associate Professor,Manufacturing,High Net Worth,False,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,988,0.4,77,80.0
Jermaine,Bagshawe,Female,60,1954-05-14,Help Desk Operator,Property,Mass Customer,False,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,988,0.4,68,70.0
Bryan,Jachtym,Male,59,1974-05-15,Automation Specialist I,Manufacturing,Mass Customer,False,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,988,0.4,48,50.0
Renie,Laundon,Female,32,1973-12-18,Assistant Media Planner,Entertainment,Mass Customer,False,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,993,0.39,49,50.0
Weidar,Etheridge,Male,38,1959-07-13,Compensation Analyst,Financial Services,Mass Customer,False,Yes,6,0535 Jay Point,2422,NSW,Australia,4,994,0.38,63,60.0
Datha,Fishburn,Female,15,1990-07-02,Office Assistant IV,Retail,Mass Customer,False,No,3,6 Caliangt Way,3079,VIC,Australia,12,994,0.38,32,30.0
Ferdinand,Romanetti,Male,60,1959-10-07,Paralegal,Financial Services,Affluent Customer,False,No,9,2 Sloan Way,2200,NSW,Australia,7,996,0.37,63,60.0
Burk,Wortley,Male,22,2001-10-17,Senior Sales Associate,Health,Mass Customer,False,No,6,04 Union Crossing,2196,NSW,Australia,10,997,0.36,21,20.0
Melloney,Temby,Female,17,1954-10-05,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,False,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,997,0.36,68,70.0
Dickie,Cubbini,Male,30,1952-12-17,Financial Advisor,Financial Services,Mass Customer,False,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,997,0.36,70,70.0
Sylas,Duffill,Male,56,1955-10-02,Staff Accountant IV,Property,Mass Customer,False,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,1000,0.34,67,70.0
